Texto en /entradaOCR/IMG_20230615_085201289.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	32	1	1	1	2154	1358	37	61	0.000000	"
4	1	32	1	2	0	2159	1472	29	19	-1	
5	1	32	1	2	1	2159	1472	29	19	0.000000	.
4	1	32	1	3	0	2161	1493	23	35	-1	
5	1	32	1	3	1	2161	1493	23	35	9.078400	t:
2	1	33	0	0	0	2068	1855	137	62	-1	
3	1	33	1	0	0	2068	1855	137	62	-1	
4	1	33	1	1	0	2130	1855	53	23	-1	
5	1	33	1	1	1	2130	1855	53	23	6.009712	ee
4	1	33	1	2	0	2068	1883	137	34	-1	
5	1	33	1	2	1	2068	1890	19	27	47.214527	3
5	1	33	1	2	2	2104	1879	16	48	53.541912	,
5	1	33	1	2	3	2155	1883	50	19	21.370514	Hews
2	1	34	0	0	0	0	751	3000	268	-1	
3	1	34	1	0	0	0	751	3000	268	-1	
4	1	34	1	1	0	0	751	3000	130	-1	
5	1	34	1	1	1	0	757	170	124	95.000000	   
5	1	34	1	1	2	2025	751	975	130	95.000000	    
4	1	34	1	2	0	0	881	3000	138	-1	
5	1	34	1	2	1	0	881	170	138	95.000000	  
5	1	34	1	2	2	2025	881	975	117	95.000000	 
2	1	35	0	0	0	2108	1710	140	138	-1	
3	1	35	1	0	0	2108	1710	140	138	-1	
4	1	35	1	1	0	2108	1710	140	138	-1	
5	1	35	1	1	1	2108	1710	140	138	95.000000	   
2	1	36	0	0	0	2050	2091	196	65	-1	
3	1	36	1	0	0	2050	2091	196	65	-1	
4	1	36	1	1	0	2050	2091	196	65	-1	
5	1	36	1	1	1	2050	2098	14	58	69.769234	1
5	1	36	1	1	2	2101	2091	145	65	35.003372	ONS
2	1	37	0	0	0	2067	2258	23	11	-1	
3	1	37	1	0	0	2067	2258	23	11	-1	
4	1	37	1	1	0	2067	2258	23	11	-1	
5	1	37	1	1	1	2067	2258	23	11	27.691490	oe
2	1	38	0	0	0	2084	3289	32	9	-1	
3	1	38	1	0	0	2084	3289	32	9	-1	
4	1	38	1	1	0	2084	3289	32	9	-1	
5	1	38	1	1	1	2084	3289	32	9	44.844154	ee
2	1	39	0	0	0	1614	3291	608	107	-1	
3	1	39	1	0	0	1614	3291	608	107	-1	
4	1	39	1	1	0	1614	3291	608	107	-1	
5	1	39	1	1	1	1614	3291	608	107	82.535912	4.004,06
2	1	40	0	0	0	2116	3288	43	2	-1	
3	1	40	1	0	0	2116	3288	43	2	-1	
4	1	40	1	1	0	2116	3288	43	2	-1	
5	1	40	1	1	1	2116	3288	43	2	95.000000	 
2	1	41	0	0	0	2131	2215	121	82	-1	
3	1	41	1	0	0	2131	2215	121	82	-1	
4	1	41	1	1	0	2131	2215	121	82	-1	
5	1	41	1	1	1	2131	2215	121	82	32.088745	Reb)
2	1	42	0	0	0	2133	3160	245	622	-1	
3	1	42	1	0	0	2133	3160	245	622	-1	
4	1	42	1	1	0	2133	3160	245	138	-1	
5	1	42	1	1	1	2133	3160	245	138	95.000000	  
4	1	42	1	2	0	2222	3305	113	146	-1	
5	1	42	1	2	1	2222	3305	113	146	95.000000	  
4	1	42	1	3	0	2140	3451	195	331	-1	
5	1	42	1	3	1	2140	3451	195	331	95.000000	  
2	1	43	0	0	0	0	998	3000	3002	-1	
3	1	43	1	0	0	0	998	3000	3002	-1	
4	1	43	1	1	0	0	998	3000	110	-1	
5	1	43	1	1	1	0	1019	166	89	95.000000	  
5	1	43	1	1	2	2380	998	620	110	95.000000	   
4	1	43	1	2	0	0	1108	3000	233	-1	
5	1	43	1	2	1	0	1108	164	233	95.000000	   
5	1	43	1	2	2	2380	1108	620	233	95.000000	   
4	1	43	1	3	0	0	1341	3000	264	-1	
5	1	43	1	3	1	0	1341	150	264	95.000000	  
5	1	43	1	3	2	2380	1341	620	264	95.000000	  
4	1	43	1	4	0	0	1605	3000	245	-1	
5	1	43	1	4	1	0	1605	132	245	95.000000	   
5	1	43	1	4	2	2386	1605	614	245	95.000000	   
4	1	43	1	5	0	0	1850	3000	2150	-1	
5	1	43	1	5	1	0	1850	84	126	95.000000	  
5	1	43	1	5	2	2418	1850	582	2150	95.000000	   

Texto en /entradaOCR/IMG_20230615_085151904.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	4000	3000	-1	
2	1	1	0	0	0	2333	2472	12	7	-1	
3	1	1	1	0	0	2333	2472	12	7	-1	
4	1	1	1	1	0	2333	2472	12	7	-1	
5	1	1	1	1	1	2333	2472	12	7	93.242271	+
2	1	2	0	0	0	1989	397	272	2291	-1	
3	1	2	1	0	0	1989	397	272	2291	-1	
4	1	2	1	1	0	1989	397	272	2291	-1	
5	1	2	1	1	1	1989	397	232	480	0.000000	yecs6e
5	1	2	1	1	2	2030	936	77	235	61.018951	INV
5	1	2	1	1	3	2028	1217	78	242	21.487625	OWN
5	1	2	1	1	4	2025	1619	82	743	49.264275	LITSZELOSOTE
5	1	2	1	1	5	1999	2418	262	270	68.057251	nee
2	1	3	0	0	0	589	469	1409	2222	-1	
3	1	3	1	0	0	1885	586	113	2086	-1	
4	1	3	1	1	0	1885	586	113	2086	-1	
5	1	3	1	1	1	1894	586	76	209	0.000000	€'L0
5	1	3	1	1	2	1892	846	78	308	38.978558	‘WYOH
5	1	3	1	1	3	1888	1610	81	240	65.118835	EZOZ
5	1	3	1	1	4	1888	1869	81	136	42.754745	PI
5	1	3	1	1	5	1889	2062	99	188	70.823936	NA
5	1	3	1	1	6	1885	2301	116	371	30.472527	WHOIS
3	1	3	2	0	0	1744	524	89	2148	-1	
4	1	3	2	1	0	1744	524	89	2148	-1	
5	1	3	2	1	1	1757	524	76	358	73.906555	160000
5	1	3	2	1	2	1753	932	80	391	2.918358	‘OO¥YD
5	1	3	2	1	3	1746	1946	83	379	56.646950	61Z000
5	1	3	2	1	4	1744	2377	82	295	39.848373	‘3.107
3	1	3	3	0	0	852	469	830	2255	-1	
4	1	3	3	1	0	1558	2038	124	642	-1	
5	1	3	3	1	1	1558	2038	124	642	17.478500	4IVILNAA
4	1	3	3	2	0	1412	520	119	2156	-1	
5	1	3	3	2	1	1434	520	97	313	70.604271	Talvo
5	1	3	3	2	2	1420	2136	85	218	39.596821	tides
5	1	3	3	2	3	1412	2482	82	194	0.000000	AKA
4	1	3	3	3	0	1269	516	138	2161	-1	
5	1	3	3	3	1	1272	516	135	120	0.000000	PT.
5	1	3	3	3	2	1299	646	75	35	0.000000	6
5	1	3	3	3	3	1296	714	77	178	18.859238	Soc
5	1	3	3	3	4	1300	961	39	393	0.000000	raecnoces
5	1	3	3	3	5	1269	1940	93	737	0.000000	OYdVDHSaLSYW
4	1	3	3	4	0	1124	518	115	2164	-1	
5	1	3	3	4	1	1152	518	87	919	27.004982	OOOOOOTLTZTrOZO
5	1	3	3	4	2	1124	1984	90	698	34.175728	‘#OIDYIWOD
4	1	3	3	5	0	947	520	161	2171	-1	
5	1	3	3	5	1	947	520	161	96	51.524185	8
5	1	3	3	5	2	948	573	152	425	38.370785	€901Z00
5	1	3	3	5	3	961	2320	103	404	0.000000	WHab.
4	1	3	3	6	0	852	469	104	1806	-1	
5	1	3	3	6	1	894	469	53	131	38.300571	yz
5	1	3	3	6	2	880	904	76	274	49.808456	YONG
5	1	3	3	6	3	876	1233	73	122	45.624767	NJ
5	1	3	3	6	4	868	1406	79	268	73.562729	O10S
5	1	3	3	6	5	852	1724	84	551	0.000000	yvLIWyHL
5	1	3	3	6	6	961	2673	4	30	0.000000	,
3	1	3	4	0	0	589	884	246	1402	-1	
4	1	3	4	1	0	719	1039	116	1089	-1	
5	1	3	4	1	1	737	1039	98	491	0.082550	WNW
5	1	3	4	1	2	719	1580	86	548	10.923645	Ivzinyy>
4	1	3	4	2	0	589	884	105	1402	-1	
5	1	3	4	2	1	603	884	91	554	45.991879	TWZIMUYD
5	1	3	4	2	2	597	1509	72	125	0.000000	OU
5	1	3	4	2	3	589	1652	75	634	0.000000	LNADIAHIS
2	1	4	0	0	0	498	1953	16	23	-1	
3	1	4	1	0	0	498	1953	16	23	-1	
4	1	4	1	1	0	498	1953	16	23	-1	
5	1	4	1	1	1	498	1953	16	23	86.129913	*
2	1	5	0	0	0	849	2537	31	139	-1	
3	1	5	1	0	0	849	2537	31	139	-1	
4	1	5	1	1	0	849	2537	31	139	-1	
5	1	5	1	1	1	877	2537	3	2	36.133343	>
5	1	5	1	1	2	860	2583	3	2	0.000000	:
5	1	5	1	1	3	849	2619	31	57	46.933479	sp
2	1	6	0	0	0	361	1170	175	592	-1	
3	1	6	1	0	0	361	1170	175	592	-1	
4	1	6	1	1	0	513	1398	23	22	-1	
5	1	6	1	1	1	513	1398	23	22	63.637470	a
4	1	6	1	2	0	414	1170	75	592	-1	
5	1	6	1	2	1	424	1170	65	249	0.000000	Bheis:@
5	1	6	1	2	2	409	1573	61	189	0.000000	mieis
4	1	6	1	3	0	361	1330	44	258	-1	
5	1	6	1	3	1	368	1330	37	40	27.112427	7
5	1	6	1	3	2	361	1398	35	24	17.608727	>
5	1	6	1	3	3	375	1548	24	42	9.717545	Shs
2	1	7	0	0	0	362	1486	47	274	-1	
3	1	7	1	0	0	362	1486	47	274	-1	
4	1	7	1	1	0	377	1486	32	266	-1	
5	1	7	1	1	1	377	1486	32	18	32.263496	we
5	1	7	1	1	2	387	1607	11	2	38.083275	;
5	1	7	1	1	3	372	1672	33	10	6.174286	Se
5	1	7	1	1	4	372	1695	33	20	18.555389	gah
5	1	7	1	1	5	381	1729	14	31	25.866325	oa
4	1	7	1	2	0	362	1489	24	271	-1	
5	1	7	1	2	1	362	1489	24	131	13.556969	Sines
5	1	7	1	2	2	362	1663	23	97	0.000000	stu
2	1	8	0	0	0	352	1873	13	15	-1	
3	1	8	1	0	0	352	1873	13	15	-1	
4	1	8	1	1	0	352	1873	13	15	-1	
5	1	8	1	1	1	352	1873	13	15	57.573009	»
2	1	9	0	0	0	0	0	4000	3000	-1	
3	1	9	1	0	0	0	0	4000	3000	-1	
4	1	9	1	1	0	0	0	4000	3000	-1	
5	1	9	1	1	1	0	0	4000	3000	95.000000	 

Texto en /entradaOCR/IMG_20230615_085018379.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	4000	3000	-1	
2	1	1	0	0	0	3446	717	405	1581	-1	
3	1	1	1	0	0	3446	717	405	1560	-1	
4	1	1	1	1	0	3673	717	178	1448	-1	
5	1	1	1	1	1	3673	717	178	756	0.000000	-VIDNa¥3s3u4
5	1	1	1	1	2	3674	1531	139	140	83.701073	ns
5	1	1	1	1	3	3685	1705	139	206	20.315498	wOd
5	1	1	1	1	4	3702	1928	149	237	0.000000	Sv
4	1	1	1	2	0	3561	874	214	1424	-1	
5	1	1	1	2	1	3561	874	99	572	12.629173	OS34¥D90"d
5	1	1	1	2	2	3561	1490	89	370	89.586655	SOWOS
5	1	1	1	2	3	3584	1902	191	396	0.000000	<oLnee
4	1	1	1	3	0	3446	1109	102	952	-1	
5	1	1	1	3	1	3446	1109	92	539	29.789482	TYNOIDWN
5	1	1	1	3	2	3453	1695	95	366	83.559235	ODNVS
2	1	2	0	0	0	3168	650	142	870	-1	
3	1	2	1	0	0	3141	366	217	1154	-1	
4	1	2	1	1	0	3168	650	142	870	-1	
5	1	2	1	1	1	3141	366	217	819	9.774261	~00‘000'0z
5	1	2	1	1	2	3168	1242	105	278	22.834450	34D
2	1	3	0	0	0	2705	471	255	2249	-1	
3	1	3	1	0	0	2705	471	255	2249	-1	
4	1	3	1	1	0	2842	474	118	2246	-1	
5	1	3	1	1	1	2856	474	101	572	0.000000	PJESIBISe
5	1	3	1	1	2	2831	979	130	66	0.000000	Yj
5	1	3	1	1	3	2842	1087	90	271	9.594955	Jigag
5	1	3	1	1	4	2858	2106	95	354	4.232063	39V
5	1	3	1	1	5	2872	2511	88	209	52.455353	ddV
4	1	3	1	2	0	2705	471	113	2244	-1	
5	1	3	1	2	1	2705	471	113	911	15.262009	OTOTrO0000000¥
5	1	3	1	2	2	2727	2493	88	222	38.895054	‘Oly
2	1	4	0	0	0	2060	461	476	2249	-1	
3	1	4	1	0	0	2130	461	406	2246	-1	
4	1	4	1	1	0	2422	471	114	2236	-1	
5	1	4	1	1	1	2446	471	90	377	85.063553	STSTOT
5	1	4	1	1	2	2437	906	84	246	13.640167	‘1NWY
5	1	4	1	1	3	2424	1200	86	250	41.244640	OWN
5	1	4	1	1	4	2422	1605	90	777	26.446259	ETOOBZSOSSTE
5	1	4	1	1	5	2433	2438	85	269	52.698551	‘NYY
4	1	4	1	2	0	2194	470	200	2240	-1	
5	1	4	1	2	1	2306	470	88	287	33.093185	LZ'SO0
5	1	4	1	2	2	2295	809	89	328	48.529419	‘WHYOH
5	1	4	1	2	3	2282	1603	83	276	75.988419	EZOZ
5	1	4	1	2	4	2283	1891	82	117	13.021072	Tt
5	1	4	1	2	5	2284	2066	104	195	58.934025	NN
5	1	4	1	2	6	2194	2314	179	396	24.305244	‘WHOad
4	1	4	1	3	0	2060	461	218	2185	-1	
5	1	4	1	3	1	2060	461	218	389	0.000000	$0000
5	1	4	1	3	2	2114	904	154	405	0.129585	O9"¥W>
5	1	4	1	3	3	2141	1944	84	458	74.544319	6TZ000
5	1	4	1	3	4	2227	2613	13	4	27.140663	‘3.LO
2	1	5	0	0	0	892	312	980	2416	-1	
3	1	5	1	0	0	928	341	944	2387	-1	
4	1	5	1	1	0	1603	391	269	2337	-1	
5	1	5	1	1	1	1681	391	121	127	33.894836	PRB
5	1	5	1	1	2	1686	514	105	822	0.000000	COxcxeckaxence
5	1	5	1	1	3	1666	1927	83	227	0.000000	Quy
5	1	5	1	1	4	1651	2200	91	254	0.000000	>UaL
5	1	5	1	1	5	1603	2477	269	251	8.838058	Sey
4	1	5	1	2	0	1464	312	188	2392	-1	
5	1	5	1	2	1	1496	312	152	263	54.700363	06
5	1	5	1	2	2	1543	582	109	837	39.051132	OOOOTLTZTrOZO
5	1	5	1	2	3	1464	1971	174	656	0.000000	#OIDYINO
5	1	5	1	2	4	1496	2636	86	68	0.000000	_
4	1	5	1	3	0	1392	442	132	2114	-1	
5	1	5	1	3	1	1399	442	125	525	35.189217	geg0Tzo0
5	1	5	1	3	2	1392	2318	7	7	52.946594	“Wy
4	1	5	1	4	0	1220	865	124	1405	-1	
5	1	5	1	4	1	1259	865	83	288	58.585583	YONE
5	1	5	1	4	2	1266	1209	78	125	53.222389	N3
5	1	5	1	4	3	1260	1385	82	271	53.222389	O10S
5	1	5	1	4	4	1252	1706	78	123	24.548615	dv
5	1	5	1	4	5	1220	1843	102	427	0.000000	LiWwyyy
4	1	5	1	5	0	1085	1006	137	1111	-1	
5	1	5	1	5	1	1123	1006	99	499	26.472733	WISN
5	1	5	1	5	2	1085	1556	112	561	0.000000	WZidyy>
4	1	5	1	6	0	892	835	171	1446	-1	
5	1	5	1	6	1	976	835	87	581	0.000000	WWZIdYYD
5	1	5	1	6	2	892	1463	168	143	4.041931	ON
5	1	5	1	6	3	928	1635	123	646	0.000000	INAIAHIS
2	1	6	0	0	0	0	0	4000	3000	-1	
3	1	6	1	0	0	0	0	4000	3000	-1	
4	1	6	1	1	0	0	0	4000	3000	-1	
5	1	6	1	1	1	0	0	4000	3000	95.000000	 

Texto en /entradaOCR/IMG_20230615_085114914.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	4000	3000	-1	
2	1	1	0	0	0	3383	926	514	1429	-1	
3	1	1	1	0	0	3383	926	514	1429	-1	
4	1	1	1	1	0	3691	926	206	1429	-1	
5	1	1	1	1	1	3709	926	151	517	0.000000	WIDNAUada
5	1	1	1	1	2	3707	1471	72	97	18.139267	Nd
5	1	1	1	1	3	3709	1617	76	116	80.441956	Ns
5	1	1	1	1	4	3718	1774	153	182	0.000000	WOd
5	1	1	1	1	5	3893	1931	4	18	53.245678	i
5	1	1	1	1	6	3711	2024	115	220	35.196808	Sve
5	1	1	1	1	7	3691	2284	44	71	0.000000	z
4	1	1	1	2	0	3600	1019	117	1323	-1	
5	1	1	1	2	1	3600	1019	87	517	0.000000	OSaYNONd
5	1	1	1	2	2	3601	1581	81	336	88.870918	SOWOS
5	1	1	1	2	3	3618	1958	99	384	0.000000	SOLNNT
4	1	1	1	3	0	3492	1235	91	865	-1	
5	1	1	1	3	1	3492	1235	78	487	53.937340	IVNOIDWN
5	1	1	1	3	2	3500	1768	83	332	16.802254	ODNVS
4	1	1	1	4	0	3383	1316	90	703	-1	
5	1	1	1	4	1	3383	1316	90	703	0.000000	VSIA/ZAYMAVd
2	1	2	0	0	0	3127	670	113	855	-1	
3	1	2	1	0	0	3127	670	113	855	-1	
4	1	2	1	1	0	3127	670	113	855	-1	
5	1	2	1	1	1	3133	670	107	552	30.220734	00‘S80'S
5	1	2	1	1	2	3127	1278	89	247	53.255760	DUD
2	1	3	0	0	0	2698	676	222	2008	-1	
3	1	3	1	0	0	2698	676	222	2008	-1	
4	1	3	1	1	0	2829	677	91	2007	-1	
5	1	3	1	1	1	2833	677	79	350	0.000000	O1LI930
5	1	3	1	1	2	2829	1069	73	211	62.238602	VSIA
5	1	3	1	1	3	2840	2138	79	317	2.968277	“W39dVT
5	1	3	1	1	4	2845	2502	75	182	81.860672	ddV
4	1	3	1	2	0	2698	676	90	2007	-1	
5	1	3	1	2	1	2698	676	86	806	0.000000	OTOTEQOOOOONOY
5	1	3	1	2	2	2714	2485	74	198	60.215736	‘IY
2	1	4	0	0	0	2425	676	107	1992	-1	
3	1	4	1	0	0	2425	676	107	1992	-1	
4	1	4	1	1	0	2425	676	107	1992	-1	
5	1	4	1	1	1	2451	676	81	604	21.389145	9PLOS6-INY
5	1	4	1	1	2	2425	1321	94	222	60.637875	OYUN
5	1	4	1	1	3	2448	1686	78	696	36.714039	STLSTS9OSSTE
5	1	4	1	1	4	2454	2433	72	235	0.000000	NYY
2	1	5	0	0	0	2177	701	238	1841	-1	
3	1	5	1	0	0	2177	701	238	1971	-1	
4	1	5	1	1	0	2221	1685	194	857	-1	
5	1	5	1	1	1	2324	1685	70	218	17.794495	EZOZ
5	1	5	1	1	2	2323	1920	77	127	75.399200	tT
5	1	5	1	1	3	2324	2099	91	176	59.074783	NAS
5	1	5	1	1	4	2221	2320	193	222	0.000000	bhige
4	1	5	1	2	0	2177	701	119	1820	-1	
5	1	5	1	2	1	2177	701	119	313	51.246433	80000
5	1	5	1	2	2	2203	1060	73	357	0.000000	‘OO¥vD
5	1	5	1	2	3	2195	1990	73	346	79.084503	6TZ000
5	1	5	1	2	4	2175	2388	92	145	72.215813	‘34
2	1	6	0	0	0	2203	2556	121	196	-1	
3	1	6	1	0	0	2203	2556	121	196	-1	
4	1	6	1	1	0	2203	2556	121	196	-1	
5	1	6	1	1	1	2203	2556	121	196	28.291306	a4)
2	1	7	0	0	0	1504	670	218	1975	-1	
3	1	7	1	0	0	1504	670	218	1975	-1	
4	1	7	1	1	0	1630	2007	92	638	-1	
5	1	7	1	1	1	1630	2007	106	638	21.660500	#OIDYIWOD
4	1	7	1	2	0	1504	670	102	1973	-1	
5	1	7	1	2	1	1536	670	70	453	20.212975	R£90TZ00
5	1	7	1	2	2	1593	1429	2	2	0.000000	;
5	1	7	1	2	3	1504	2310	78	333	0.000000	WHAL
2	1	8	0	0	0	1158	1010	329	1254	-1	
3	1	8	1	0	0	1158	1010	329	1254	-1	
4	1	8	1	1	0	1399	1033	88	1231	-1	
5	1	8	1	1	1	1416	1033	70	254	40.323902	YONG
5	1	8	1	1	2	1420	1338	66	107	52.543522	NF
5	1	8	1	1	3	1419	1491	68	238	60.608337	O1OS
5	1	8	1	1	4	1399	1772	82	492	17.366295	YWLINVHL
4	1	8	1	2	0	1282	1158	101	973	-1	
5	1	8	1	2	1	1294	1158	89	442	35.437202	WISNV1¥
5	1	8	1	2	2	1282	1642	86	489	16.784210	“WZiduv>
4	1	8	1	3	0	1158	1010	84	1129	-1	
5	1	8	1	3	1	1169	1010	72	508	20.234535	IWZIHYVD
5	1	8	1	3	2	1158	1559	84	580	22.351402	OYULNIDIAY
2	1	9	0	0	0	896	1247	209	832	-1	
3	1	9	1	0	0	896	1247	209	832	-1	
4	1	9	1	1	0	948	1247	157	832	-1	
5	1	9	1	1	1	978	1247	71	142	31.462456	“Ter
5	1	9	1	1	2	948	1403	105	123	31.462456	Fat.
5	1	9	1	1	3	988	1524	66	97	36.867401	Re
5	1	9	1	1	4	986	1601	67	124	67.664261	“ped
5	1	9	1	1	5	973	1733	76	71	42.397366	a
5	1	9	1	1	6	976	1837	118	23	42.199600	:
5	1	9	1	1	7	1085	2053	20	26	0.000000	*
4	1	9	1	2	0	896	1426	99	422	-1	
5	1	9	1	2	1	896	1426	99	470	9.130096	Pewee
2	1	10	0	0	0	0	0	4000	3000	-1	
3	1	10	1	0	0	0	0	4000	3000	-1	
4	1	10	1	1	0	0	0	4000	3000	-1	
5	1	10	1	1	1	0	0	4000	3000	95.000000	 

Texto en /entradaOCR/IMG_20230615_085218528.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	4000	3000	-1	
2	1	1	0	0	0	0	0	0	0	-1	
3	1	1	1	0	0	0	0	0	0	-1	
4	1	1	1	1	0	0	0	0	0	-1	
5	1	1	1	1	1	0	0	0	0	95.000000	   
2	1	2	0	0	0	3374	894	550	1597	-1	
3	1	2	1	0	0	3374	894	550	1597	-1	
4	1	2	1	1	0	3828	1209	96	961	-1	
5	1	2	1	1	1	3828	1209	82	579	16.278870	OINYAWOD
5	1	2	1	1	2	3848	1827	76	343	0.000000	VidO2D
4	1	2	1	2	0	3713	894	120	1597	-1	
5	1	2	1	2	1	3713	894	98	681	0.000000	VION3Y¥3435uqg
5	1	2	1	2	2	3718	1629	76	120	90.729134	NS
5	1	2	1	2	3	3734	1796	76	195	64.631104	YOd
5	1	2	1	2	4	3720	2038	113	453	0.000000	S¥VIDVES
4	1	2	1	3	0	3602	998	135	1386	-1	
5	1	2	1	3	1	3602	998	98	545	0.000000	OS3YDOUg
5	1	2	1	3	2	3602	1593	95	352	74.944931	sOWOS
5	1	2	1	3	3	3634	1989	103	395	75.721527	SOLNNT
4	1	2	1	4	0	3488	1230	110	910	-1	
5	1	2	1	4	1	3488	1230	91	511	51.117378	IVNOIDYN
5	1	2	1	4	2	3504	1790	94	350	52.364632	ODNVS
4	1	2	1	5	0	3374	1319	104	736	-1	
5	1	2	1	5	1	3374	1319	104	736	7.041443	VSIA/ZAWMAVd
2	1	3	0	0	0	0	0	0	3000	-1	
3	1	3	1	0	0	0	0	0	3000	-1	
4	1	3	1	1	0	0	0	0	3000	-1	
5	1	3	1	1	1	0	0	0	3000	95.000000	                                 
4	1	3	1	2	0	0	0	0	2285	-1	
5	1	3	1	2	1	0	0	0	0	95.000000	       
5	1	3	1	2	2	0	54	0	342	95.000000	    
5	1	3	1	2	3	0	473	0	1812	95.000000	                 
2	1	4	0	0	0	3097	628	148	2142	-1	
3	1	4	1	0	0	3097	628	148	2142	-1	
4	1	4	1	1	0	3097	628	148	2142	-1	
5	1	4	1	1	1	3112	628	126	676	26.607979	00°VST'OT
5	1	4	1	1	2	3097	1365	98	256	49.559143	DUD
5	1	4	1	1	3	3160	2225	67	23	59.080025	>
5	1	4	1	1	4	3144	2313	101	457	61.293152	WiOl
2	1	5	0	0	0	2630	631	272	2143	-1	
3	1	5	1	0	0	2650	631	252	2143	-1	
4	1	5	1	1	0	2790	631	112	2142	-1	
5	1	5	1	1	1	2797	631	88	469	0.000000	OLIG3IYD
5	1	5	1	1	2	2790	1143	77	217	34.368484	YSIA
5	1	5	1	1	3	2814	2199	85	333	17.102966	aagvl
5	1	5	1	1	4	2828	2588	74	185	33.422989	ddv¥
4	1	5	1	2	0	2630	634	141	2140	-1	
5	1	5	1	2	1	2630	634	141	866	6.076859	OTOTEODOD00000¥
5	1	5	1	2	2	2687	2572	76	202	44.913784	Talk:
2	1	6	0	0	0	2383	638	97	2132	-1	
3	1	6	1	0	0	2383	638	97	2132	-1	
4	1	6	1	1	0	2383	638	97	2132	-1	
5	1	6	1	1	1	2390	638	75	367	2.542427	97L69b
5	1	6	1	1	2	2388	1062	69	228	71.960533	LNW
5	1	6	1	1	3	2383	1340	72	229	75.581146	OYUN
5	1	6	1	1	4	2386	1723	86	737	35.521744	ETZPcSLOSSTE
5	1	6	1	1	5	2404	2521	76	249	19.018295	NUwy
2	1	7	0	0	0	1383	641	971	2127	-1	
3	1	7	1	0	0	2112	641	242	2126	-1	
4	1	7	1	1	0	2251	647	103	2120	-1	
5	1	7	1	1	1	2251	647	76	273	0.000000	~S:'L0
5	1	7	1	1	2	2251	974	71	305	56.087185	‘WYOH
5	1	7	1	1	3	2253	1724	73	227	28.314522	ezo7
5	1	7	1	1	4	2258	2007	71	97	79.004738	tT
5	1	7	1	1	5	2259	2164	95	183	62.487888	NN
5	1	7	1	1	6	2262	2402	77	365	0.000000	‘WHIsA
4	1	7	1	2	0	2112	641	88	2125	-1	
5	1	7	1	2	1	2112	641	77	370	47.957420	£60000
5	1	7	1	2	2	2114	1094	75	346	57.637863	OOYVD
5	1	7	1	2	3	2122	2049	75	369	87.354980	6TZ000
5	1	7	1	2	4	2125	2476	75	290	0.000000	‘FLO
3	1	7	2	0	0	1383	651	667	2117	-1	
4	1	7	2	1	0	1942	2127	108	641	-1	
5	1	7	2	1	1	1942	2127	108	641	0.000000	JIVILNAA
4	1	7	2	2	0	1791	659	93	2102	-1	
5	1	7	2	2	1	1791	659	91	317	12.993835	t’slvo
5	1	7	2	2	2	1808	2236	76	204	0.000000	toles
5	1	7	2	2	3	1802	2605	71	156	39.807281	ARS
4	1	7	2	3	0	1654	651	81	2114	-1	
5	1	7	2	3	1	1654	651	75	823	0.000000	EPGTiseseeveeers
5	1	7	2	3	2	1664	2538	71	227	85.274841	VSIA
4	1	7	2	4	0	1518	654	101	2111	-1	
5	1	7	2	4	1	1518	654	101	903	0.000000	OOOOOOTLTZTtOZO
5	1	7	2	4	2	1525	2080	84	685	52.864037	#OIDYIWOD
4	1	7	2	5	0	1383	656	88	2109	-1	
5	1	7	2	5	1	1383	656	88	487	11.500023	gE90TZ00
5	1	7	2	5	2	1386	2410	76	355	0.000000	WHA
2	1	8	0	0	0	997	1033	364	1343	-1	
3	1	8	1	0	0	997	1033	364	1343	-1	
4	1	8	1	1	0	1263	1053	98	1302	-1	
5	1	8	1	1	1	1269	1053	79	266	94.121811	YONG
5	1	8	1	1	2	1285	1374	72	111	54.093971	NJ
5	1	8	1	1	3	1290	1535	71	249	67.207855	O10S
5	1	8	1	1	4	1263	1834	88	521	2.527786	YVLIWyY
4	1	8	1	2	0	1136	1189	112	1029	-1	
5	1	8	1	2	1	1145	1189	103	461	5.191376	W1anhVl¥
5	1	8	1	2	2	1136	1698	96	520	12.069473	WZidyy>
4	1	8	1	3	0	997	1033	107	1343	-1	
5	1	8	1	3	1	1003	1033	97	534	5.465912	IVZINYVD
5	1	8	1	3	2	997	1612	107	764	15.495903	OYLNADIAYIAS
2	1	9	0	0	0	753	1289	187	837	-1	
3	1	9	1	0	0	753	1289	187	837	-1	
4	1	9	1	1	0	921	1575	19	21	-1	
5	1	9	1	1	1	921	1575	19	21	51.400803	a
4	1	9	1	2	0	890	1637	34	489	-1	
5	1	9	1	2	1	890	1637	16	85	8.492813	iat:
5	1	9	1	2	2	905	2110	19	16	60.894783	*
4	1	9	1	3	0	820	1289	86	585	-1	
5	1	9	1	3	1	820	1289	86	379	0.000000	“Tet
5	1	9	1	3	2	813	1551	97	82	45.947514	CN
