Texto en /entradaOCR/IMG_20230615_085201289.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	3	1	1	7	3830	1723	74	76	52.156265	uC
3	1	3	2	0	0	3472	325	408	1815	-1	
4	1	3	2	1	0	3702	325	178	1738	-1	
5	1	3	2	1	1	3730	325	27	5	30.963753	|
5	1	3	2	1	2	3732	628	74	96	0.000000	-
5	1	3	2	1	3	3702	908	83	559	0.000000	gsauooud
5	1	3	2	1	4	3708	1512	172	378	42.060097	Sowos
5	1	3	2	1	5	3720	1893	144	247	74.812111	SOL
4	1	3	2	2	0	3589	1138	94	943	-1	
5	1	3	2	2	1	3589	1138	83	533	34.515663	TWNOIDYN
5	1	3	2	2	2	3593	1715	90	366	57.701534	ODNYS
4	1	3	2	3	0	3472	1131	114	967	-1	
5	1	3	2	3	1	3472	1131	114	967	0.000000	Laqiaisa/zaNnanil
2	1	4	0	0	0	3253	744	78	1689	-1	
3	1	4	1	0	0	3262	744	66	1689	-1	
4	1	4	1	1	0	3301	1904	27	329	-1	
5	1	4	1	1	1	3309	1904	12	15	53.428707	_
5	1	4	1	1	2	3301	1940	27	14	0.000000	se
5	1	4	1	1	3	3301	1974	27	21	0.000000	te
5	1	4	1	1	4	3315	2142	13	17	89.224457	*
5	1	4	1	1	5	3308	2231	2	2	11.858292	.
4	1	4	1	2	0	3267	744	64	1656	-1	
5	1	4	1	2	1	3300	744	14	81	47.492008	eee
5	1	4	1	2	2	3302	884	13	44	25.971008	RK
5	1	4	1	2	3	3302	951	12	44	27.420792	Oe
5	1	4	1	2	4	3292	1016	31	14	0.000000	eS
5	1	4	1	2	5	3303	1049	12	13	0.000000	®
5	1	4	1	2	6	3310	1063	2	2	22.916328	(eae
5	1	4	1	2	7	3301	1292	13	44	37.877464	Oe
5	1	4	1	2	8	3297	1411	13	97	35.011780	eek
5	1	4	1	2	9	3299	1566	11	45	30.944847	we
5	1	4	1	2	10	3299	1633	10	45	38.126904	ee
5	1	4	1	2	11	3300	1697	14	81	28.568840	ee
5	1	4	1	2	12	3267	2028	64	27	15.359909	.
5	1	4	1	2	13	3271	2076	56	15	21.968796	4
5	1	4	1	2	14	3299	2397	3	3	73.350334	q
4	1	4	1	3	0	3278	2143	8	13	-1	
5	1	4	1	3	1	3278	2143	8	13	28.819267	ee
4	1	4	1	4	0	3253	2028	31	405	-1	
5	1	4	1	4	1	3253	2028	31	29	9.385391	cal
5	1	4	1	4	2	3262	2431	2	2	30.982651	3
2	1	5	0	0	0	0	0	0	316	-1	
3	1	5	1	0	0	0	0	0	316	-1	
4	1	5	1	1	0	0	0	0	316	-1	
5	1	5	1	1	1	0	0	0	316	95.000000	   
2	1	6	0	0	0	2756	495	189	2196	-1	
3	1	6	1	0	0	2756	492	189	2199	-1	
4	1	6	1	1	0	2756	495	189	2196	-1	
5	1	6	1	1	1	2782	492	163	637	0.000000	00‘667"£
5	1	6	1	1	2	2832	1185	97	269	90.985062	DUD
5	1	6	1	1	3	2756	2148	189	543	28.427139	‘W101
2	1	7	0	0	0	2369	413	279	2289	-1	
3	1	7	1	0	0	2369	413	279	2289	-1	
4	1	7	1	1	0	2498	413	150	2289	-1	
5	1	7	1	1	1	2504	413	121	670	29.946106	““plessayseyw
5	1	7	1	1	2	2498	1125	86	262	47.850510	yaeq
5	1	7	1	1	3	2507	2115	83	340	0.000000	3av1
5	1	7	1	1	4	2505	2505	143	115	93.794083	dd
5	1	7	1	1	5	2515	2636	76	66	27.433441	y
4	1	7	1	2	0	2369	543	83	2154	-1	
5	1	7	1	2	1	2369	543	83	867	17.669754	OTOTPOO000000¥
5	1	7	1	2	2	2372	2488	79	209	34.754570	Talk.
2	1	8	0	0	0	1813	544	372	2138	-1	
3	1	8	1	0	0	1813	544	372	2138	-1	
4	1	8	1	1	0	2096	550	89	2132	-1	
5	1	8	1	1	1	2108	550	77	355	0.000000	£9099S
5	1	8	1	1	2	2106	959	76	233	31.280441	‘1NY
5	1	8	1	1	3	2104	1241	77	239	77.715210	OYUN
5	1	8	1	1	4	2096	1631	83	745	4.457581	6IZSLOLOSOTE
5	1	8	1	1	5	2096	2431	80	251	56.612503	‘NYY
4	1	8	1	2	0	1952	551	108	2129	-1	
5	1	8	1	2	1	1972	551	77	268	32.508026	L£0°L0
5	1	8	1	2	2	1968	870	80	309	43.076385	‘WYOH
5	1	8	1	2	3	1962	1631	81	235	90.189262	EZOZ
5	1	8	1	2	4	1961	1921	85	98	67.436920	tI
5	1	8	1	2	5	1959	2077	101	186	46.943813	NOS
5	1	8	1	2	6	1952	2311	83	369	0.000000	WHO34
4	1	8	1	3	0	1813	544	101	2134	-1	
5	1	8	1	3	1	1837	544	77	365	90.709984	680000
5	1	8	1	3	2	1834	960	78	385	0.000000	‘O9O"vD
5	1	8	1	3	3	1820	1961	84	371	27.037186	612000
5	1	8	1	3	4	1813	2386	82	292	33.788864	‘JL07
2	1	9	0	0	0	1497	2049	258	399	-1	
3	1	9	1	0	0	1497	2049	258	631	-1	
4	1	9	1	1	0	1497	2049	258	399	-1	
5	1	9	1	1	1	1641	2049	114	65	56.341904	4
5	1	9	1	1	2	1497	2186	254	262	25.951065	om
2	1	10	0	0	0	0	1310	0	690	-1	
3	1	10	1	0	0	0	1310	0	690	-1	
4	1	10	1	1	0	0	1310	0	690	-1	
5	1	10	1	1	1	0	1310	0	690	95.000000	 
2	1	11	0	0	0	962	546	15	32	-1	
3	1	11	1	0	0	960	546	17	50	-1	
4	1	11	1	1	0	962	546	15	32	-1	
5	1	11	1	1	1	960	546	17	50	39.328201	Shs
2	1	12	0	0	0	644	914	421	1364	-1	
3	1	12	1	0	0	681	914	384	1369	-1	
4	1	12	1	1	0	947	935	118	1333	-1	
5	1	12	1	1	1	988	935	77	271	0.000000	YON
5	1	12	1	1	2	990	1261	75	117	27.661789	N3
5	1	12	1	1	3	983	1428	80	258	27.661789	O10S
5	1	12	1	1	4	947	1734	103	534	0.000000	Yvliwywyy
4	1	12	1	2	0	820	1070	130	1056	-1	
5	1	12	1	2	1	856	1070	94	475	47.179100	VIANIWIY
5	1	12	1	2	2	820	1594	108	532	3.141541	WZiyyy>
4	1	12	1	3	0	644	914	154	1364	-1	
5	1	12	1	3	1	726	914	72	544	0.000000	WZIduYD
5	1	12	1	3	2	644	1477	152	801	0.000000	OULNADIAYAS
2	1	13	0	0	0	439	1167	161	801	-1	
3	1	13	1	0	0	439	1167	161	801	-1	
4	1	13	1	1	0	527	1167	73	573	-1	
5	1	13	1	1	1	529	1167	71	295	0.000000	Migeei@.
5	1	13	1	1	2	527	1545	68	195	0.000000	Milose
4	1	13	1	2	0	439	1360	88	608	-1	
5	1	13	1	2	1	439	1360	103	408	54.582977	COMA
2	1	14	0	0	0	0	0	0	3000	-1	
3	1	14	1	0	0	0	0	0	3000	-1	
4	1	14	1	1	0	0	0	0	3000	-1	
5	1	14	1	1	1	0	0	0	3000	95.000000	 

Texto en /entradaOCR/IMG_20230615_085026356.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	4000	3000	-1	
2	1	1	0	0	0	1971	415	442	1023	-1	
3	1	1	1	0	0	1971	415	442	1023	-1	
4	1	1	1	1	0	2267	415	146	1023	-1	
5	1	1	1	1	1	2268	415	145	397	86.124519	875000
5	1	1	1	1	2	2267	869	85	249	0.000000	(LN¥
5	1	1	1	1	3	2271	1200	85	238	4.744186	ON
4	1	1	1	2	0	2119	418	88	693	-1	
5	1	1	1	2	1	2103	418	167	299	58.471901	97'S0
5	1	1	1	2	2	2121	775	86	335	58.719307	‘WHOH
4	1	1	1	3	0	1971	430	90	866	-1	
5	1	1	1	3	1	1971	430	87	388	89.993332	780000
5	1	1	1	3	2	1972	876	89	420	26.777206	‘OO¥W>D
2	1	2	0	0	0	1148	379	580	956	-1	
3	1	2	1	0	0	1626	432	102	349	-1	
4	1	2	1	1	0	1626	432	102	349	-1	
5	1	2	1	1	1	1626	432	78	44	13.651733	T
5	1	2	1	1	2	1626	508	102	273	13.651733	alvo
3	1	2	2	0	0	1431	432	131	907	-1	
4	1	2	2	1	0	1431	432	131	903	-1	
5	1	2	2	1	1	1431	432	131	302	42.940132	OBBLs
5	1	2	2	1	2	1492	768	37	75	2.595047	sa
5	1	2	2	1	3	1493	877	38	458	0.000000	vanvvnwns
3	1	2	3	0	0	1164	379	274	1049	-1	
4	1	2	3	1	0	1164	379	274	581	-1	
5	1	2	3	1	1	1164	379	274	581	27.788727	se
4	1	2	3	2	0	1148	484	126	477	-1	
5	1	2	3	2	1	1148	484	126	477	9.051193	EGOTCOO
2	1	3	0	0	0	1169	1604	1197	1145	-1	
3	1	3	1	0	0	1783	1604	583	1141	-1	
4	1	3	1	1	0	2274	1604	92	1141	-1	
5	1	3	1	1	1	2274	1604	91	811	0.000000	BiTzZsecsossrte
5	1	3	1	1	2	2281	2480	85	265	25.066849	Nay
4	1	3	1	2	0	2124	1607	110	1136	-1	
5	1	3	1	2	1	2124	1607	88	257	31.559761	E702
5	1	3	1	2	2	2128	1911	84	118	81.740211	tT
5	1	3	1	2	3	2129	2091	105	200	43.241592	NN
5	1	3	1	2	4	2128	2351	88	392	25.929398	‘WHOD34
4	1	3	1	3	0	1979	1966	85	775	-1	
5	1	3	1	3	1	1979	1966	85	403	29.214966	612000
5	1	3	1	3	2	1980	2426	84	315	37.397194	ALOT
4	1	3	1	4	0	1783	2052	119	693	-1	
5	1	3	1	4	1	1783	2052	119	693	38.432495	JIVILNAA
3	1	3	2	0	0	1630	2165	95	574	-1	
4	1	3	2	1	0	1630	2165	95	574	-1	
5	1	3	2	1	1	1642	2165	83	227	33.013535	wader
5	1	3	2	1	2	1620	2424	109	46	82.196365	|
5	1	3	2	1	3	1630	2534	82	205	28.961357	dX%4
3	1	3	3	0	0	1467	2496	97	248	-1	
4	1	3	3	1	0	1467	2496	97	248	-1	
5	1	3	3	1	1	1467	2496	97	248	90.122078	VSIA
3	1	3	4	0	0	1169	2001	255	748	-1	
4	1	3	4	1	0	1326	2001	98	748	-1	
5	1	3	4	1	1	1326	2001	98	748	0.000000	‘#OID0IWOD
4	1	3	4	2	0	1169	2358	110	391	-1	
5	1	3	4	2	1	1169	2358	110	391	56.204300	“WHat
2	1	4	0	0	0	674	845	474	1475	-1	
3	1	4	1	0	0	758	845	390	1482	-1	
4	1	4	1	1	0	1043	864	105	1445	-1	
5	1	4	1	1	1	1055	864	84	295	94.803650	YONG
5	1	4	1	1	2	1064	1218	80	128	33.339722	NZ
5	1	4	1	1	3	1066	1399	82	281	56.132198	O10S
5	1	4	1	1	4	1052	1731	89	339	0.000000	YVLIW
5	1	4	1	1	5	1043	2141	86	166	0.000000	HL
4	1	4	1	2	0	905	1012	115	1144	-1	
5	1	4	1	2	1	918	1012	102	517	13.037033	WianiV1Y
5	1	4	1	2	2	905	1579	98	577	0.000000	WZidyy>
4	1	4	1	3	0	674	845	211	1475	-1	
5	1	4	1	3	1	770	845	115	591	0.000000	IWwZIyduYD
5	1	4	1	3	2	785	1486	79	147	29.305847	OM
5	1	4	1	3	3	674	1666	182	654	0.000000	INADNABAS
2	1	5	0	0	0	475	1128	229	755	-1	
3	1	5	1	0	0	480	1128	224	755	-1	
4	1	5	1	1	0	558	1128	146	701	-1	
5	1	5	1	1	1	558	1128	146	701	0.000000	UENO»
4	1	5	1	2	0	475	1336	101	547	-1	
5	1	5	1	2	1	490	1336	86	146	54.925823	om
5	1	5	1	2	2	478	1588	79	160	13.500992	tia
5	1	5	1	2	3	475	1790	101	39	16.912811	ee
5	1	5	1	2	4	538	1824	12	59	0.000000	s.
2	1	6	0	0	0	246	787	155	196	-1	
3	1	6	1	0	0	246	787	155	196	-1	
4	1	6	1	1	0	246	787	155	196	-1	
5	1	6	1	1	1	246	787	155	196	48.776745	Pri
2	1	7	0	0	0	207	797	37	199	-1	
3	1	7	1	0	0	207	797	37	199	-1	
4	1	7	1	1	0	207	797	37	199	-1	
5	1	7	1	1	1	202	793	47	20	56.339676	_
5	1	7	1	1	2	207	797	37	199	17.739594	RE,
2	1	8	0	0	0	0	0	4000	3000	-1	
3	1	8	1	0	0	0	0	4000	3000	-1	
4	1	8	1	1	0	0	0	4000	3000	-1	
5	1	8	1	1	1	0	0	4000	3000	95.000000	 

Texto en /entradaOCR/IMG_20230615_081042238.jpg:
level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3000	4000	-1	
2	1	1	0	0	0	0	0	3000	751	-1	
3	1	1	1	0	0	0	0	3000	751	-1	
4	1	1	1	1	0	0	0	3000	751	-1	
5	1	1	1	1	1	0	0	3000	751	95.000000	  
2	1	2	0	0	0	1696	897	12	19	-1	
3	1	2	1	0	0	1696	897	12	19	-1	
4	1	2	1	1	0	1696	897	12	19	-1	
5	1	2	1	1	1	1696	897	12	19	0.000000	Z
2	1	3	0	0	0	796	799	935	180	-1	
3	1	3	1	0	0	796	799	935	180	-1	
4	1	3	1	1	0	796	799	935	180	-1	
5	1	3	1	1	1	796	799	466	168	37.500908	CHART
5	1	3	1	1	2	1310	897	421	82	84.689713	ALAJUELA
2	1	4	0	0	0	321	1246	1431	178	-1	
3	1	4	1	0	0	320	1246	1432	178	-1	
4	1	4	1	1	0	464	1246	1288	66	-1	
5	1	4	1	1	1	464	1190	451	122	15.021248	MERCIO#:
5	1	4	1	1	2	1392	1246	360	62	0.000000	GLO4ted
4	1	4	1	2	0	321	1363	628	61	-1	
5	1	4	1	2	1	320	1309	629	115	96.092339	MASTERCARD
2	1	5	0	0	0	309	1477	464	67	-1	
3	1	5	1	0	0	309	1477	464	67	-1	
4	1	5	1	1	0	309	1477	464	67	-1	
5	1	5	1	1	1	309	1477	165	55	53.155182	EXP.
5	1	5	1	1	2	592	1477	181	67	6.512367	tpt
2	1	6	0	0	0	267	1592	1483	347	-1	
3	1	6	1	0	0	267	1592	1483	347	-1	
4	1	6	1	1	0	294	1592	574	89	-1	
5	1	6	1	1	1	294	1592	435	89	88.806381	VENTA
5	1	6	1	1	2	792	1594	76	87	64.338791	©
4	1	6	1	2	0	281	1743	1469	61	-1	
5	1	6	1	2	1	281	1743	231	59	41.484924	LOTE
5	1	6	1	2	2	595	1745	328	59	95.775055	000137
5	1	6	1	2	3	1504	1745	246	59	92.295418	CARG
4	1	6	1	3	0	267	1860	1478	79	-1	
5	1	6	1	3	1	267	1860	333	60	86.237793	PECHA:
5	1	6	1	3	2	693	1862	126	58	95.966560	JUN
5	1	6	1	3	3	880	1863	353	61	92.842453	14,2023
5	1	6	1	3	4	1660	1863	85	56	42.102303	Hi
2	1	7	0	0	0	257	1977	1568	77	-1	
3	1	7	1	0	0	257	1977	1568	77	-1	
4	1	7	1	1	0	257	1977	1568	77	-1	
5	1	7	1	1	1	257	1978	198	76	80.382965	RAN:
5	1	7	1	1	2	544	1978	687	63	56.776600	3165182435165
5	1	7	1	1	3	1384	1982	192	55	94.315315	NRO
5	1	7	1	1	4	1655	1977	170	59	94.315315	AUT
2	1	8	0	0	0	244	2099	1536	74	-1	
3	1	8	1	0	0	244	2099	1536	74	-1	
4	1	8	1	1	0	244	2099	1536	74	-1	
5	1	8	1	1	1	244	2106	56	67	43.331497	A
5	1	8	1	1	2	318	2104	10	66	75.096970	|
5	1	8	1	1	3	351	2103	58	67	0.000000	[)
5	1	8	1	1	4	1458	2102	67	42	43.749943	Ai
5	1	8	1	1	5	1548	2101	64	57	52.474079	ie
5	1	8	1	1	6	1574	2100	41	30	0.000000	{}
5	1	8	1	1	7	1611	2099	36	58	69.896515	i
5	1	8	1	1	8	1659	2112	42	45	92.908714	ji
5	1	8	1	1	9	1718	2099	62	58	43.749130	18
2	1	9	0	0	0	192	2222	1601	90	-1	
3	1	9	1	0	0	192	2222	1601	90	-1	
4	1	9	1	1	0	192	2222	1601	90	-1	
5	1	9	1	1	1	192	2233	224	79	49.329826	“tee
5	1	9	1	1	2	482	2230	296	68	84.308281	LABEL:
5	1	9	1	1	3	1283	2222	251	65	25.021805	DEBIT
5	1	9	1	1	4	1608	2220	185	64	91.903099	MAS
2	1	10	0	0	0	262	2483	322	70	-1	
3	1	10	1	0	0	262	2483	322	70	-1	
4	1	10	1	1	0	262	2483	322	70	-1	
5	1	10	1	1	1	262	2483	322	70	95.815659	PLACA:
2	1	11	0	0	0	515	2796	1229	18	-1	
3	1	11	1	0	0	515	2796	1229	18	-1	
4	1	11	1	1	0	515	2796	1229	18	-1	
5	1	11	1	1	1	515	2796	1229	18	95.000000	 
2	1	12	0	0	0	0	2412	135	668	-1	
3	1	12	1	0	0	0	2412	135	668	-1	
4	1	12	1	1	0	0	2412	135	668	-1	
5	1	12	1	1	1	0	2412	135	668	95.000000	 
2	1	13	0	0	0	0	2551	1748	737	-1	
3	1	13	1	0	0	0	2551	1748	737	-1	
4	1	13	1	1	0	597	2551	1151	24	-1	
5	1	13	1	1	1	593	2548	42	31	30.146095	rec
5	1	13	1	1	2	660	2560	83	12	9.034386	lA
5	1	13	1	1	3	789	2562	24	13	30.205208	AS
5	1	13	1	1	4	825	2548	19	31	34.036224	SOR
5	1	13	1	1	5	856	2548	40	31	16.232895	an
5	1	13	1	1	6	908	2548	27	31	33.982803	Ne
5	1	13	1	1	7	1003	2558	79	12	36.713326	i
5	1	13	1	1	8	1122	2548	37	31	50.367584	in
5	1	13	1	1	9	1171	2557	13	3	0.000000	AR
5	1	13	1	1	10	1169	2553	220	12	24.899681	ana
5	1	13	1	1	11	1448	2541	16	30	36.050529	i,
5	1	13	1	1	12	1467	2553	85	9	20.247314	Ea
5	1	13	1	1	13	1539	2541	13	30	38.255959	th
5	1	13	1	1	14	1561	2554	31	8	29.640602	A
5	1	13	1	1	15	1636	2541	26	30	33.248085	NS
5	1	13	1	1	16	1712	2552	36	9	30.166183	RENE
4	1	13	1	2	0	313	2717	112	30	-1	
5	1	13	1	2	1	313	2717	15	30	57.294079	od
5	1	13	1	2	2	423	2737	2	2	0.000000	y
4	1	13	1	3	0	426	2722	74	64	-1	
5	1	13	1	3	1	426	2722	50	64	45.808315	S
5	1	13	1	3	2	488	2741	12	12	40.045670	:
4	1	13	1	4	0	321	3002	330	32	-1	
5	1	13	1	4	1	321	3012	10	22	11.972778	oe
5	1	13	1	4	2	409	3002	1	3	15.789169	j
5	1	13	1	4	3	582	3009	22	22	73.939133	we
5	1	13	1	4	4	643	3016	8	6	57.301846	»
4	1	13	1	5	0	665	3035	1080	14	-1	
5	1	13	1	5	1	661	3031	24	22	27.690544	Na
5	1	13	1	5	2	697	3031	14	22	29.543884	Re
5	1	13	1	5	3	717	3035	99	10	5.073441	seca,
5	1	13	1	5	4	824	3031	23	22	0.000000	eee
5	1	13	1	5	5	853	3031	8	22	35.031624	cae
5	1	13	1	5	6	873	3031	25	22	18.749329	SEE
5	1	13	1	5	7	910	3031	26	22	21.357124	ee
5	1	13	1	5	8	955	3035	239	14	27.943993	NA
5	1	13	1	5	9	1128	3031	67	22	32.387283	IN,
5	1	13	1	5	10	1231	3031	72	22	24.807236	Ae
5	1	13	1	5	11	1315	3031	34	22	29.555321	ak
5	1	13	1	5	12	1355	3031	12	22	33.046516	I
5	1	13	1	5	13	1379	3031	12	22	31.099083	a
5	1	13	1	5	14	1403	3042	1	2	15.726410	2
5	1	13	1	5	15	1420	3031	22	22	22.649345	A
5	1	13	1	5	16	1467	3031	34	22	33.995636	REN
5	1	13	1	5	17	1517	3031	21	22	39.504906	Di
5	1	13	1	5	18	1585	3031	88	22	31.271950	NTR
5	1	13	1	5	19	1682	3031	17	22	19.138863	te
5	1	13	1	5	20	1717	3031	32	22	18.215492	I
4	1	13	1	6	0	0	3229	84	35	-1	
5	1	13	1	6	1	0	3229	84	35	47.790340	ye
4	1	13	1	7	0	38	3270	43	18	-1	
5	1	13	1	7	1	38	3270	43	18	38.276093	we
2	1	14	0	0	0	291	3245	1300	184	-1	
3	1	14	1	0	0	291	3245	1300	184	-1	
4	1	14	1	1	0	291	3245	1300	184	-1	
5	1	14	1	1	1	291	3245	359	184	91.915482	TOTAL
5	1	14	1	1	2	747	3296	62	96	69.028267	;
5	1	14	1	1	3	1200	3293	391	96	57.155319	CRC
5	1	14	1	1	4	1504	3240	93	185	57.155319	3
2	1	15	0	0	0	60	3359	66	56	-1	
3	1	15	1	0	0	60	3359	66	56	-1	
4	1	15	1	1	0	60	3359	66	56	-1	
5	1	15	1	1	1	60	3359	66	56	95.000000	 
2	1	16	0	0	0	850	3563	853	119	-1	
3	1	16	1	0	0	850	3563	853	119	-1	
4	1	16	1	1	0	850	3563	853	119	-1	
5	1	16	1	1	1	850	3565	319	117	88.720810	BANCO
5	1	16	1	1	2	1221	3565	291	66	86.957581	NACIO
5	1	16	1	1	3	1527	3563	176	67	95.307579	NAL
2	1	17	0	0	0	786	3811	935	187	-1	
3	1	17	1	0	0	786	3811	935	187	-1	
4	1	17	1	1	0	786	3811	935	187	-1	
5	1	17	1	1	1	786	3811	355	187	48.503704	‘COPIA
5	1	17	1	1	2	1164	3857	557	133	91.051346	COMERCIO
2	1	18	0	0	0	0	3418	486	582	-1	
3	1	18	1	0	0	0	3418	486	582	-1	
4	1	18	1	1	0	0	3418	486	582	-1	
5	1	18	1	1	1	0	3418	486	582	95.000000	 
2	1	19	0	0	0	682	1014	1079	66	-1	
3	1	19	1	0	0	682	1014	1079	66	-1	
4	1	19	1	1	0	682	1014	1079	66	-1	
5	1	19	1	1	1	682	1021	452	59	91.518921	TRAMITAR
5	1	19	1	1	2	1183	1018	229	60	88.874062	SOLO
5	1	19	1	1	3	1459	1016	101	61	90.634735	EN
5	1	19	1	1	4	1612	1014	149	61	66.070282	Brit
2	1	20	0	0	0	0	735	3000	22	-1	
3	1	20	1	0	0	0	735	3000	22	-1	
4	1	20	1	1	0	0	735	3000	22	-1	
5	1	20	1	1	1	0	751	168	6	95.000000	 
5	1	20	1	1	2	1802	735	1198	16	95.000000	 
2	1	21	0	0	0	705	735	1097	115	-1	
3	1	21	1	0	0	705	735	1097	115	-1	
4	1	21	1	1	0	705	735	1097	115	-1	
5	1	21	1	1	1	705	781	418	69	18.734955	SERVICER
5	1	21	1	1	2	1122	735	202	110	61.737133	ITRC
5	1	21	1	1	3	1317	780	88	62	46.241043	3
5	1	21	1	1	4	1406	771	396	71	63.117710	CAPRIZAL
2	1	22	0	0	0	1766	1015	75	59	-1	
3	1	22	1	0	0	1766	1015	75	59	-1	
4	1	22	1	1	0	1766	1015	75	59	-1	
5	1	22	1	1	1	1766	1015	75	59	0.000000	_f
2	1	23	0	0	0	1771	1126	259	63	-1	
3	1	23	1	0	0	1771	1126	259	63	-1	
4	1	23	1	1	0	1771	1126	259	63	-1	
5	1	23	1	1	1	1771	1126	259	63	57.563229	OU
5	1	23	1	1	2	1893	1122	34	80	57.563229	L
5	1	23	1	1	3	1947	1126	83	63	67.618126	2s
2	1	24	0	0	0	1470	1242	724	307	-1	
3	1	24	1	0	0	1470	1242	724	307	-1	
4	1	24	1	1	0	1757	1242	437	65	-1	
5	1	24	1	1	1	1757	1242	437	65	36.917747	FLOQ00006
4	1	24	1	2	0	1470	1360	666	59	-1	
5	1	24	1	2	1	1470	1363	496	36	19.622971	i
5	1	24	1	2	2	1822	1356	109	93	20.761436	aaa
5	1	24	1	2	3	1993	1360	143	59	0.000000	ye
4	1	24	1	3	0	1922	1472	194	77	-1	
5	1	24	1	3	1	1922	1472	194	77	84.325668	CASE
2	1	25	0	0	0	1769	1743	496	293	-1	
3	1	25	1	0	0	1769	1743	496	293	-1	
4	1	25	1	1	0	1901	1743	251	73	-1	
5	1	25	1	1	1	1771	1746	80	56	83.615356	O.
5	1	25	1	1	2	1901	1743	251	73	0.000000	dOO8E
4	1	25	1	2	0	1769	1862	310	58	-1	
5	1	25	1	2	1	1769	1863	140	57	73.840347	RA
5	1	25	1	2	2	1994	1862	85	56	63.670574	LY
4	1	25	1	3	0	1910	1960	355	76	-1	
5	1	25	1	3	1	1910	1975	146	61	91.798477	287
5	1	25	1	3	2	2089	1960	176	74	0.000000	ghee
2	1	26	0	0	0	1775	2094	186	63	-1	
3	1	26	1	0	0	1775	2094	186	63	-1	
4	1	26	1	1	0	1775	2094	186	63	-1	
5	1	26	1	1	1	1775	2098	91	59	49.475090	ey
5	1	26	1	1	2	1867	2094	94	62	4.338913	sis)
2	1	27	0	0	0	1827	2218	283	63	-1	
3	1	27	1	0	0	1827	2218	283	63	-1	
4	1	27	1	1	0	1827	2218	283	63	-1	
5	1	27	1	1	1	1827	2218	217	64	44.508953	PeR
5	1	27	1	1	2	2075	2220	35	52	70.919907	CA
2	1	28	0	0	0	536	3618	1431	295	-1	
3	1	28	1	0	0	537	3618	1615	236	-1	
4	1	28	1	1	0	622	3618	1345	205	-1	
5	1	28	1	1	1	622	3670	292	153	0.000000	ee
5	1	28	1	1	2	966	3673	20	137	33.725647	7
5	1	28	1	1	3	1029	3673	332	61	65.164307	SOMGS
5	1	28	1	1	4	1407	3618	250	127	96.233002	PROG
5	1	28	1	1	5	1680	3670	239	66	0.000000	RES.
4	1	28	1	2	0	536	3769	1306	144	-1	
5	1	28	1	2	1	521	3771	363	109	96.227318	GRACIAS
5	1	28	1	2	2	898	3771	272	63	95.471855	POR
5	1	28	1	2	3	1213	3774	115	62	95.829475	SU
5	1	28	1	2	4	1346	3773	198	62	96.248337	PRE
5	1	28	1	2	5	1533	3769	309	144	0.000000	feRey
5	1	28	1	2	6	2065	3774	87	80	61.340542	al
2	1	29	0	0	0	1980	2095	84	63	-1	
3	1	29	1	0	0	1980	2095	84	63	-1	
4	1	29	1	1	0	1980	2095	84	63	-1	
5	1	29	1	1	1	1980	2095	84	63	65.796783	+
2	1	30	0	0	0	2047	1124	143	64	-1	
3	1	30	1	0	0	2047	1124	143	64	-1	
4	1	30	1	1	0	2047	1124	143	64	-1	
5	1	30	1	1	1	2047	1124	143	64	92.592468	126
2	1	31	0	0	0	2048	1872	37	20	-1	
3	1	31	1	0	0	2048	1872	37	20	-1	
4	1	31	1	1	0	2048	1872	37	20	-1	
5	1	31	1	1	1	2048	1872	37	20	15.234230	pied
2	1	32	0	0	0	2154	1358	37	170	-1	
3	1	32	1	0	0	2154	1358	37	165	-1	
4	1	32	1	1	0	2154	1358	37	61	-1	
